id,prob
37601403,0.8061
37761340,0.7921
37701307,0.7395
37681171,0.7691
37771273,0.752
37621337,0.7769
37671306,0.8508
37821296,0.937
37621311,0.7658
37631305,0.7557
37811199,0.809
37791206,0.8973
37781315,0.8778
37751264,0.9214
37741087,0.8368
37651203,0.7536
36723433,0.7172
37721298,0.8744
37761281,0.9147
37691283,0.936
37671236,0.866
37741222,0.7171
37771192,0.8018
37691249,0.8554
37631183,0.7825
37601287,0.9003
36321134,0.8944
37801276,0.8625
37831144,0.8428
35641141,0.9418
37681182,0.7145
37691252,0.88
36802943,0.9078
37621238,0.6313
36510138,0.8057
37711197,0.8607
37641175,0.9021
37329725,0.9263
37077993,0.8999
37601268,0.7196
37681168,0.8181
37771170,0.9494
37831186,0.9178
37701153,0.7376
37761216,0.9322
37621004,0.8289
37681100,0.9723
36540233,0.825
36250156,0.822
37821032,0.7786
37761172,0.8364
37087831,0.8386
35998372,0.5607
37690894,0.8706
37801204,0.772
37701110,0.9466
37117469,0.7608
37661126,0.926
37721116,0.5818
37640945,0.6793
36701418,0.832
35136649,0.5921
37631158,0.9684
37840979,0.83
37157569,0.8087
37781214,0.7377
37641112,0.9126
37830435,0.9613
37820744,0.8015
37631110,0.8972
36381846,0.6054
37671148,0.856
36802884,0.8727
37731119,0.9819
37621134,0.8999
37831091,0.953
37781151,0.8828
36801732,0.7474
37621087,0.9711
37601068,0.505
36331703,0.7865
37821124,0.8113
37651020,0.8632
37720274,0.7666
36008401,0.8707
37690929,0.6804
37811086,0.9355
35998955,0.7473
37801103,0.5233
37681069,0.4751
37741079,0.7976
37790654,0.7571
37670146,0.8517
37701074,0.8093
37821079,0.8488
37681051,0.6936
35883614,0.8352
37661104,0.8722
37227681,0.4325
36797642,0.7943
37187580,0.928
37811114,0.8429
37601144,0.7715
37811012,0.7584
37681000,0.7439
37770971,0.8809
37801015,0.8046
37670988,0.9183
37811016,0.7634
37690968,0.8107
37661008,0.9741
37620251,0.5144
37711076,0.911
37821015,0.8023
37771022,0.8953
37611069,0.962
37691001,0.8769
37650965,0.9789
36441321,0.7025
37720986,0.8015
37660443,0.6086
37197711,0.7676
37720210,0.731
37267711,0.7387
36159765,0.8214
37601083,0.7813
37721029,0.9178
37601073,0.8426
37650924,0.8195
37671000,0.7528
37631055,0.4802
37800985,0.7497
37630735,0.7383
37610982,0.7395
37760979,0.8204
36797388,0.7838
37761041,0.6104
37800700,0.6944
37820816,0.7492
37700928,0.766
37640882,0.9162
37770883,0.9606
37680931,0.8123
37820893,0.8792
37670899,0.9252
37650830,0.9105
37601012,0.9568
37601021,0.6036
37600942,0.7114
37620942,0.9103
37740968,0.7519
37680934,0.7687
37780997,0.8416
37601037,0.8743
37830734,0.7165
36109126,0.7416
37710875,0.9297
37750871,0.9597
37700797,0.6647
37790832,0.7064
37640638,0.9417
37760858,0.6189
37740860,0.9715
37710842,0.8692
37288020,0.8896
37770785,0.7586
37770816,0.6855
37600880,0.9151
37660825,0.7827
37600717,0.742
37600985,0.5455
37760884,0.8607
37810877,0.8919
37127611,0.8432
16782165,0.6966
28614047,0.9229
37690829,0.6321
37760802,0.8099
37620259,0.805
37600901,0.9331
37750910,0.9211
35843702,0.9491
37620878,0.9826
37690850,0.7327
37690890,0.9661
34914883,0.8465
37610645,0.7514
37640810,0.9146
37720810,0.8605
37630767,0.6078
37830677,0.714
37630774,0.8257
37630777,0.8498
37840786,0.9692
37680780,0.7801
37840787,0.8903
37680740,0.9324
37840801,0.8429
37107954,0.8659
37800786,0.9033
37600823,0.5308
34362004,0.9061
37690760,0.8293
36960127,0.8996
37670741,0.8783
37670804,0.9274
37660744,0.8845
37840797,0.6941
36520360,0.921
37710575,0.6011
37700784,0.8341
37740800,0.9216
37800787,0.777
37750798,0.8916
36331320,0.8477
37670672,0.9262
37700723,0.9681
36870162,0.9312
37287821,0.7973
37630694,0.7662
37177738,0.6507
37840638,0.5964
37810752,0.9538
37690243,0.7098
37780719,0.3799
37840649,0.9106
37610680,0.7422
37217969,0.5249
37700657,0.8424
37670733,0.9633
37820736,0.8478
37067163,0.6358
37630733,0.8143
36500466,0.9654
36049659,0.715
36450272,0.7581
36028602,0.4235
37610681,0.8199
37650541,0.7388
37770735,0.8391
37237684,0.9537
37329731,0.8213
36281574,0.9613
37780548,0.5255
37630626,0.9469
37740629,0.9344
37690404,0.9436
37780586,0.7097
37740622,0.7164
35358431,0.9402
37810508,0.8821
37167997,0.7002
37680413,0.8094
37750611,0.9466
37760655,0.9708
37700606,0.8308
37329321,0.7733
37700609,0.9033
37680611,0.7963
37780540,0.8408
37700362,0.9697
37670502,0.7865
35958542,0.8376
37720301,0.957
37710397,0.6689
37720549,0.9532
37158018,0.8554
32480025,0.8253
37660572,0.9359
37620535,0.7075
36360737,0.9242
37680469,0.8598
37790581,0.5895
37770528,0.5625
37770556,0.7817
37720564,0.597
37700545,0.7784
37167163,0.7755
37700522,0.9398
37800539,0.9079
37690553,0.7002
37329769,0.894
37610569,0.8231
37740560,0.7584
34504089,0.8244
36129113,0.921
37810629,0.8889
37700560,0.9594
37810580,0.785
37840519,0.6821
37830462,0.6087
37670512,0.5679
37790545,0.8892
37790533,0.5209
37730511,0.7913
37600653,0.7965
37650475,0.8351
37840239,0.5497
37640565,0.8876
37620501,0.931
37750492,0.9541
37167919,0.5889
37770480,0.8988
37620465,0.6742
37640500,0.8541
37640488,0.9054
37620447,0.807
37780496,0.6224
37760502,0.8711
37640518,0.7043
37630477,0.8875
37620472,0.8312
37690489,0.9301
37710498,0.8138
37820527,0.6481
36211593,0.8636
37600544,0.898
37680430,0.675
37610520,0.8254
37830432,0.8969
34934135,0.6094
37730472,0.7091
37650446,0.9189
37277726,0.8902
37640514,0.5546
37760501,0.9419
37750238,0.9722
37810539,0.6902
37790389,0.733
37760228,0.8916
37770374,0.8631
37680332,0.9423
36800985,0.5921
37760461,0.7892
37830356,0.839
37830376,0.953
37740306,0.659
37670415,0.9431
37710432,0.9071
37800423,0.8698
37790392,0.7671
37840435,0.7096
37780358,0.8992
37760444,0.8408
37840388,0.8266
37830144,0.8227
37600202,0.9089
37720436,0.9303
37840371,0.8738
37830387,0.9041
37810488,0.4507
37750420,0.9334
37800417,0.6452
37750407,0.9482
37610448,0.9201
36088255,0.6068
37640444,0.9691
37730427,0.4245
37770441,0.9093
37600414,0.8492
36351529,0.8773
37710342,0.9363
37600434,0.9039
37780328,0.7091
37157574,0.7833
37750346,0.7063
37610344,0.5536
37800313,0.7562
37087341,0.8402
37770349,0.9485
37740294,0.6862
37168043,0.8557
37630352,0.8499
37107313,0.9112
35823990,0.6302
37760341,0.7785
37740331,0.9702
37610360,0.8736
37780326,0.7689
37680242,0.6336
37730331,0.5299
37790353,0.6698
37630287,0.8579
37810392,0.8246
37760342,0.4514
37640223,0.9124
37670272,0.7408
35939268,0.7056
37750262,0.6257
37600316,0.9474
37770214,0.9581
37730310,0.9179
37630227,0.8138
37620258,0.8629
37147210,0.8447
37810284,0.7961
37620282,0.9592
37247386,0.8411
37760298,0.8242
37720357,0.4415
37630260,0.9238
36251462,0.7811
37810286,0.8905
37790242,0.7885
37800270,0.8554
37710276,0.9558
37840172,0.703
37660294,0.6318
35256661,0.8566
37620226,0.807
37770277,0.7498
37840200,0.5668
37630216,0.5985
37328163,0.8634
36241453,0.8281
37760244,0.6528
37277889,0.7773
37810239,0.7291
37640267,0.6496
37700222,0.8695
37820216,0.8966
37237219,0.7359
37630225,0.8954
37760241,0.5626
37810356,0.8945
36301494,0.9501
37097236,0.9616
35348591,0.6171
37690220,0.852
37750308,0.9663
35126468,0.9409
37700169,0.8785
36210606,0.9608
37800219,0.7584
37158031,0.7189
37720255,0.9119
37068027,0.7617
37720204,0.9022
37780166,0.6686
37720221,0.7218
37840148,0.8702
37730172,0.6352
37427112,0.8102
37630184,0.5913
37127314,0.6542
37780152,0.6543
37830218,0.8738
37640145,0.7685
37770182,0.8268
37197886,0.8847
34964007,0.7651
37630171,0.8448
37820167,0.8896
37610196,0.5326
37770158,0.9467
37690145,0.5498
37760193,0.7806
37690155,0.8144
37750146,0.8312
37720268,0.8923
37680188,0.9749
37720266,0.9355
37730156,0.7415
34954595,0.8901
37830213,0.5874
37750174,0.9641
37587147,0.8058
37298034,0.8164
35176218,0.7597
37447148,0.8596
36651142,0.9162
37377143,0.878
37567145,0.8292
37507159,0.6234
37467133,0.8283
37670120,0.9476
37690127,0.8089
37760122,0.7509
37467131,0.84
36039426,0.8063
37507115,0.6722
37147834,0.9671
36029361,0.6314
36571282,0.6498
37021149,0.7537
37800116,0.8048
37640120,0.8966
37257407,0.6575
37547141,0.8416
36970326,0.8092
37168049,0.9544
37507144,0.8335
37840117,0.8906
37770115,0.7517
36380308,0.8087
36271929,0.9452
36800598,0.828
37158065,0.5371
37107305,0.9356
37257964,0.7779
37187972,0.8336
37407114,0.9026
37147993,0.8988
36799832,0.7924
37307925,0.9392
37307931,0.881
36990268,0.8264
37138019,0.8892
37217973,0.8231
37237896,0.7552
37097632,0.9399
37207930,0.9219
37158133,0.5097
37147951,0.6808
37217963,0.8547
37248002,0.6231
37397113,0.7898
37307948,0.9207
37257977,0.8051
37278006,0.9261
37317602,0.9522
37187962,0.9717
37318010,0.9421
37077976,0.8745
37068505,0.5139
37577113,0.7832
37127755,0.8913
37257938,0.9683
37087967,0.9279
34985044,0.8176
37257963,0.6909
37267339,0.9293
37288007,0.8122
37267801,0.9105
37297920,0.9596
37217922,0.7758
37237882,0.7851
37227897,0.7656
37277902,0.7418
37267833,0.7272
36621199,0.936
36723366,0.6939
37207841,0.8822
37197964,0.8048
37237831,0.832
37217686,0.8073
37127831,0.7168
37217919,0.7748
37227920,0.8935
36210998,0.6393
37247958,0.8792
36490241,0.661
37127422,0.8449
37267925,0.7745
37167995,0.7446
36128590,0.8028
37267877,0.8587
37117931,0.8617
37247913,0.9594
36241607,0.7581
19105995,0.6143
37217860,0.7987
37147505,0.9718
37217869,0.6175
37317895,0.8374
37187850,0.786
37177779,0.86240000000000006
37177789,0.8722
37267689,0.7982
36798213,0.7388
37147231,0.926
37207766,0.9107
37317879,0.9195
37177769,0.7183
37307823,0.8753
37167827,0.7801
37297215,0.9698
37267750,0.9263
37207775,0.8915
36371877,0.7096
37267808,0.9046
37327364,0.8051
37317329,0.8944
37077871,0.7803
36281535,0.6757
37177702,0.8211
36301678,0.6838
37127727,0.625
37257821,0.8466
37177728,0.8547
36251670,0.7431
37127736,0.9263
37247823,0.9314
37187771,0.777
36088556,0.708
37087748,0.9203
37187823,0.8855
37307753,0.8688
37117361,0.6544
37147758,0.9056
37267713,0.9331
37207725,0.8919
37157884,0.8155
37247825,0.9018
37217770,0.6561
37117798,0.9043
37237726,0.9051
37237736,0.8907
37097785,0.518
37197755,0.9483
37317777,0.5166
36169260,0.9554
36341609,0.6661
37287791,0.8415
37257732,0.8704
37217725,0.7518
37277767,0.6145
37197740,0.6765
37137782,0.7555
37297730,0.8845
37157786,0.8932
37247754,0.9388
37237701,0.9293
36231355,0.7701
37297640,0.7431
37217666,0.86
36850157,0.922
37077689,0.688
37117732,0.4705
37207643,0.749
37177601,0.555
35804125,0.806
37147710,0.9503
37187710,0.6327
36551148,0.8697
37127123,0.8954
37217664,0.7459
37287426,0.8709
37117696,0.7105
37247219,0.6471
37267594,0.8869
37297663,0.942
37137720,0.9248
37287688,0.8034
37197272,0.8213
37177603,0.8352
37267591,0.9395
37187687,0.7254
37317665,0.7495
37157696,0.9517
37217660,0.9832
37167599,0.9423
37247608,0.9452
37097630,0.9013
37157693,0.9234
36799296,0.8543
37267543,0.9197
37177546,0.7833
37247574,0.7685
37117631,0.8697
37287600,0.7398
37087606,0.9345
37237554,0.9008
37147549,0.602
37031231,0.9192
37227628,0.9089
37277633,0.9119
37177548,0.7036
37287638,0.9152
34723228,0.8982
37187632,0.8675
37157597,0.6653
37097415,0.9489
37297574,0.9084
37207501,0.8913
37187566,0.9063
37167483,0.6514
37327258,0.7702
37307511,0.7585
37097596,0.7781
37267497,0.859
36148478,0.6596
37297565,0.8948
37317580,0.8705
37127488,0.3449
37187437,0.8342
37297573,0.7556
37217395,0.7239
37317537,0.6878
37297511,0.8863
36048503,0.869
37097530,0.7718
37157591,0.9011
37247505,0.8668
37167422,0.8816
37227522,0.9836
37247479,0.6809
37227540,0.5052
37147539,0.9871
37267457,0.566
37257508,0.7333
37087452,0.7049
37087478,0.8895
37097533,0.8464
37287526,0.9568
37207466,0.7787
37087464,0.8734
37227560,0.8993
37157581,0.9138
37107524,0.7078
37087492,0.8096
37307455,0.91
37217478,0.7759
37137536,0.6334
37117493,0.8061
37197485,0.6754
37087427,0.7898
37077507,0.9585
37137562,0.598
37297462,0.8285
36230562,0.9398
37087403,0.7101
37137526,0.8927
37087421,0.8899
37021225,0.6802
37177426,0.8705
37217490,0.766
37207425,0.7922
37097528,0.7135
35804040,0.9212
37227440,0.4501
37097447,0.7843
37117462,0.6572
37187425,0.5202
37097433,0.914
36801180,0.773
37297435,0.922
37307404,0.6536
37267388,0.8777
37227408,0.8091
37307428,0.9537
35693572,0.847
37167391,0.9714
37187451,0.8891
37137518,0.8117
37277417,0.9151
37097437,0.9362
35893607,0.8586
37267333,0.6461
37227184,0.5234
37217427,0.7329
37127396,0.906
36850189,0.9435
37087363,0.8517
37267354,0.8109
37157434,0.6886
37127341,0.8681
37317385,0.7963
37177318,0.9074
37287314,0.9685
37127352,0.8111
37177337,0.86240000000000006
37107352,0.8426
37257345,0.934
37087323,0.7644
37107357,0.6823
37197388,0.8003
37157370,0.9607
36860128,0.8568
37107400,0.9427
37077363,0.8322
37197275,0.6446
36271022,0.9354
37167354,0.8933
37157374,0.8822
37277347,0.8539
36691119,0.9637
37217362,0.8702
37317361,0.7897
37207334,0.9151
37287387,0.9346
37237312,0.9661
36970258,0.7232
37307343,0.8164
36712446,0.9552
36450807,0.9461
37097385,0.9071
36300959,0.8567
37247260,0.8808
37087299,0.6801
35979809,0.8094
37217275,0.8284
37297282,0.4252
37237283,0.5642
37077297,0.8058
37137392,0.9355
36381451,0.7806
37317282,0.8895
37267265,0.6152
36798556,0.8875
36411366,0.8802
37117322,0.8865
37287259,0.7176
37317237,0.7509
37077339,0.6778
37187317,0.8989
37147344,0.9668
37287294,0.9284
37277297,0.8968
37167274,0.8386
36950133,0.6443
37167310,0.6908
37077343,0.9397
36591413,0.8397
36783332,0.6455
37297298,0.7288
37207310,0.5641
37267281,0.7971
37167252,0.8412
36920333,0.5227
33611338,0.8621
1237963,0.8546
37187351,0.7947
37287216,0.6276
36733253,0.655
37097271,0.9366
37197258,0.8607
35893167,0.789
37107275,0.8221
37117147,0.817
37317213,0.7344
36450506,0.8794
37117225,0.7129
36611294,0.8881
37077233,0.8245
37207213,0.6224
37097267,0.9691
37097233,0.8818
31206959,0.938
37287252,0.8771
37177243,0.8787
37107271,0.8049
37217208,0.939
36361066,0.9239
37077216,0.6457
37167214,0.9461
37117217,0.6457
37287213,0.8301
37117247,0.7707
36850348,0.79
37077254,0.8204
36201362,0.7655
37167229,0.817
37147227,0.6152
37137162,0.8674
37137212,0.8954
37207143,0.8669
36401025,0.92490000000000006
37127194,0.9248
37167153,0.7157
36201719,0.6293
36280576,0.7865
37207170,0.7311
36361630,0.9142
37287156,0.9561
37217129,0.7322
37147194,0.9029
33420954,0.7927
37287136,0.8714
36611425,0.8952
37307152,0.8919
37257155,0.792
37147143,0.8791
37157205,0.9108
36799314,0.8152
37297184,0.7663
36441593,0.5568
35968331,0.9405
37077181,0.7498
37137166,0.7763
36371085,0.9412
37177154,0.9438
37117172,0.839
37217132,0.8495
37217148,0.7569
36980221,0.9227
37297170,0.6687
37317142,0.9775
37197208,0.6765
36211403,0.8243
36211471,0.729
37187185,0.7598
37187198,0.7708
36611290,0.9743
35916864,0.7089
37287129,0.7561
36320284,0.8504
36581474,0.9613
36970347,0.7766
36850371,0.8976
36890355,0.8461
37087130,0.8137
36870287,0.7952
36880395,0.7872
36840343,0.9698
36990348,0.8117
36930381,0.8678
37087131,0.9227
37117115,0.9725
36980373,0.5876
36850367,0.7851
36900361,0.9427
36940200,0.9574
36798806,0.882
36930369,0.7904
36880382,0.8175
36222022,0.8498
36799033,0.8598
37087127,0.9429
37287128,0.931
37297137,0.8071
36109575,0.5066
36830396,0.9133
36990344,0.6764
35491145,0.9299
36251755,0.9016
36930138,0.8777
37031157,0.8711
36990115,0.6621
36940347,0.9487
37011329,0.7084
37021322,0.6683
36808330,0.7594
36671167,0.6727
36900317,0.8539
36411235,0.7253
35673929,0.7206
37011257,0.8846
36990305,0.8377
35673391,0.5401
36029786,0.9402
36381528,0.8529
37011355,0.764
36950321,0.8775
36820333,0.8243
36880308,0.8245
36840244,0.7511
36280444,0.6327
36840291,0.9547
36850266,0.6212
36271536,0.7375
36271364,0.9093
36830232,0.5438
36360882,0.6542
36840219,0.9286
37000211,0.9533
37011250,0.9632
36850236,0.8191
36990180,0.8671
36421045,0.8731
36211929,0.8841
36139312,0.5784
36970219,0.6795
36441751,0.8969
36391501,0.9123
36910272,0.7535
36980248,0.9307
36910265,0.8327
36940237,0.806
36850229,0.673
36798335,0.9131
36900277,0.8731
37011298,0.9526
36840236,0.8316
37021227,0.8577
36381788,0.8147
36870226,0.872
36330833,0.5969
36930254,0.9578
36211956,0.8209
36970237,0.759
36743251,0.6562
36890259,0.8249
37000197,0.9306
36850166,0.7296
37051151,0.9228
36920165,0.8363
36631449,0.8079
37021172,0.7153
36211691,0.9559
37021190,0.7306
36671440,0.9032
36960168,0.5987
37000151,0.75
36240376,0.832
36870200,0.7782
36410389,0.7572
36089599,0.7204
36910165,0.5078
6735355,0.9741
35773241,0.8394
36880194,0.8758
37021134,0.8564
37031162,0.7792
36890158,0.9448
37041171,0.8247
36820168,0.5192
377140,0.9564
36631408,0.7878
36850158,0.5607
36211775,0.7925
36870191,0.9372
36530431,0.911
36763453,0.842
36860144,0.8351
36920201,0.8362
36910131,0.4647
36743249,0.5508
36119329,0.8849
36860124,0.8758
36920136,0.7325
36631425,0.772
35853386,0.6908
36890128,0.9225
36540482,0.7363
36701444,0.8312
36281646,0.8295
36701405,0.6224
36651203,0.9421
36421543,0.6156
36631436,0.9219
37031129,0.8473
36661487,0.8368
36681455,0.9141
35948315,0.8471
36301027,0.558
36290159,0.78
36561373,0.7637
36591456,0.8615
36940112,0.873
36681442,0.944
36651342,0.8621
36661470,0.8051
36671411,0.8218
36980114,0.8715
36540421,0.7714
36551391,0.6247
36631365,0.8283
36540359,0.9812
36551390,0.796
35873238,0.7867
36763371,0.9311
36421589,0.8355
36500686,0.8282
36581350,0.4317
36641387,0.9028
36691306,0.7975
36581380,0.8322
36743431,0.9538
36540442,0.952
36571335,0.8999
36681338,0.8697
36743409,0.834
36331427,0.9603
36701361,0.8615
36179168,0.5912
36571312,0.808
36712351,0.8394
36441872,0.4286
36681397,0.7886
36591382,0.8211
36631158,0.824
36601381,0.7721
36611406,0.8875
36753343,0.9356
36611351,0.796
36561172,0.7622
36561357,0.8282
36540406,0.8786
36723337,0.8111
36733393,0.7093
36591294,0.6383
36641299,0.5563
36351766,0.6081
36581191,0.8095
36691289,0.6419
36733266,0.6859
36611285,0.762
36221506,0.6987
36371830,0.9095
36621271,0.9401
36088709,0.8067
34933661,0.818
36601322,0.6501
36743351,0.8698
36441498,0.7658
36591292,0.8297
36763339,0.8345
36621301,0.9519
36601307,0.9112
36733285,0.7727
36271904,0.8503
36581311,0.7088
36773306,0.9022
36651312,0.8676
36401103,0.7041
36551294,0.4419
36661313,0.4684
36701306,0.8336
36581294,0.7286
36611281,0.9237
36510472,0.948
36671187,0.7827
36651274,0.8562
36551191,0.9004
36641291,0.9557
36691211,0.8942
36712247,0.7209
36701196,0.9286
36241760,0.834
36251637,0.8923
36661263,0.9396
36601185,0.9523
36561226,0.7909
36723187,0.9221
36712120,0.6968
36743287,0.6266
36381650,0.8896
36763235,0.9133
36753218,0.9728
36641170,0.7667
36783286,0.5836
36581263,0.94
36029660,0.9248
36733163,0.7822
36581185,0.7643
36733131,0.9082
36241866,0.9466
36783152,0.6065
36221720,0.9399
36661120,0.9459
36391437,0.4384
36723130,0.8048
36591113,0.6321
36681149,0.8859
36661200,0.8501
36341368,0.8978
36753173,0.8365
36611144,0.8581
36211379,0.9322
36621159,0.596
36221701,0.9577
36371622,0.8184
36251784,0.8206
36391535,0.8927
36611131,0.7216
36712152,0.6245
36320612,0.5728
36118165,0.7682
36491470,0.8992
36671149,0.8391
36461290,0.7212
36098394,0.6089
36723178,0.9451
36621127,0.7359
36641177,0.7241
36753142,0.9317
36773148,0.8433
36671148,0.9222
36753147,0.7366
36743126,0.8719
36411810,0.8422
36551176,0.7846
35743899,0.9483
36773120,0.6943
36411077,0.6238
36651157,0.9555
36089553,0.7489
36210783,0.9349
34603208,0.8803
36118296,0.8978
36651163,0.8059
36221963,0.8468
36341740,0.8194
36351791,0.8546
35978609,0.9341
36361867,0.7652
35166283,0.7935
36301889,0.9512
36271927,0.8187
36241034,0.514
36201897,0.7995
36520685,0.8955
36441798,0.5959
36201901,0.8022
36491396,0.8386
36712112,0.8736
36201903,0.7854
36201956,0.8116
36491464,0.4814
36500646,0.8465
36351777,0.7367
36211758,0.6295
36491166,0.7276
36491438,0.9492
36451352,0.8006
36441900,0.795
36341665,0.7387
36491463,0.6812
35863261,0.5227
36420306,0.6315
36270977,0.8269
36241818,0.4673
35703684,0.912
36421815,0.9649
36281867,0.8458
36520713,0.7304
36341727,0.7006
36491405,0.8898
34743491,0.8581
36411872,0.7703
36500909,0.7283
36411766,0.9705
36231880,0.7494
36340346,0.9491
36641113,0.7741
36460752,0.6961
36211046,0.8302
36421624,0.9537
36201902,0.9126
36500923,0.6496
36301772,0.834
36491372,0.9462
36530609,0.7699
36231716,0.8729
36341638,0.9132
20579060,0.6086
36281821,0.9079
36271824,0.7945
36381777,0.6318
36491362,0.5645
36371794,0.7197
36520614,0.671
36451331,0.9208
36210831,0.8275
36381755,0.9641
36360672,0.8167
36361715,0.9243
36301786,0.9155
36391732,0.8297
36331678,0.6309
36301785,0.6389
36491367,0.6805
35044866,0.9539
36381747,0.9526
36411770,0.7765
36301830,0.9459
36411785,0.8977
36069285,0.9088
36079373,0.86
36281807,0.9156
36411798,0.6451
36119584,0.9425
36441729,0.9138
36411831,0.7436
36251704,0.7937
36500855,0.8521
36049010,0.6109
36221886,0.8959
36421715,0.8802
36520616,0.9127
36068757,0.8464
36391617,0.8719
36230419,0.9613
36281684,0.7343
34924194,0.8668
36371652,0.8511
36371646,0.7815
36381676,0.7936
36088804,0.8931
35723651,0.8422
35703974,0.6819
36251227,0.8692
36350925,0.9558
36491254,0.7511
36251605,0.6851
36211759,0.9084
36530522,0.6838
36351648,0.9065
36231746,0.8369
36301699,0.7881
36201758,0.6636
36361551,0.631
34313031,0.8545
36491274,0.809
36510584,0.8204
36240652,0.7899
36530470,0.9125
36211802,0.666
36271758,0.62
36441703,0.8994
36381696,0.6173
36271698,0.516
36211749,0.8468
36221782,0.9663
36381654,0.8826
36109653,0.8348
36341629,0.9124
36530495,0.8686
36381678,0.948
36201779,0.9327
36520571,0.7344
36301739,0.9491
36211760,0.7404
36270525,0.6141
36341564,0.8966
36221727,0.731
36361293,0.8472
36211706,0.8795
36321257,0.8038
36520487,0.7413
35348358,0.3414
36260982,0.6519
36231613,0.698
36281254,0.748
12637341,0.7294
16492717,0.9285
35054322,0.8729
36530393,0.829
36201675,0.8262
36530430,0.8366
35093388,0.8421
36251506,0.9285
36331591,0.7568
36079334,0.787
36231642,0.7765
36301367,0.9243
36351607,0.7202
36451074,0.6383
36251457,0.8778
36510570,0.8607
36341544,0.754
36520294,0.7837
36201698,0.8208
35653745,0.8468
36421236,0.8963
36451158,0.853
36451179,0.8572
36381603,0.788
36361591,0.6893
36371556,0.8314
36260437,0.7799
36231536,0.8657
36341182,0.8017
36241491,0.8699
36221642,0.548
35156709,0.8068
36500570,0.7834
36441530,0.9069
36400960,0.7531
36251450,0.4859
36271414,0.8143
36530343,0.5461
36351438,0.8715
36281570,0.595
36421432,0.9711
36391372,0.6778
36421482,0.8529
36380896,0.818
36341411,0.888
36211630,0.8429
36049175,0.5509
36260643,0.7343
36251389,0.7515
36411069,0.981
36320338,0.9207
35978488,0.5796
36221689,0.8535
36510482,0.6838
36421471,0.7412
36391473,0.8579
7064626,0.9246
36491114,0.7201
36271555,0.8712
36381520,0.7276
36089397,0.8405
36450883,0.9716
36371531,0.7049
