id,y
36420925,1
36400940,1
36380931,1
36450575,1
36380924,1
36450549,1
36230918,0
36240907,1
36400908,1
36301030,1
36280959,1
36230875,1
36390884,1
36440838,1
36340746,1
36200974,1
36290857,1
35989872,1
32359854,0
36330879,0
36230849,1
36300974,0
34423001,1
36420883,1
36280855,1
36240879,0
36270903,1
36320988,1
36069520,1
36250844,0
36200927,1
36350828,1
36200923,1
36360842,1
36410908,1
36420855,0
36420844,1
36270939,0
36490419,1
36320227,0
33391275,1
35959805,0
36390903,1
36260888,1
36370806,1
36230838,0
36490441,1
36270889,1
36450478,1
36240859,0
36200431,1
35883128,1
32129151,1
36490340,1
36210896,1
36420812,1
36220869,1
36320933,1
34442583,1
36270869,1
36490356,0
36240863,1
36049626,1
36200872,1
36009013,1
36049278,1
36440819,1
36270854,0
36210491,1
36320945,1
36240854,1
36490302,1
36108628,0
36440757,1
36330791,1
36290704,1
36360764,1
36330821,1
36280690,1
36410866,1
36340730,0
36390750,1
36390758,1
36260774,1
36089760,1
36250740,1
36210768,0
36410829,1
36450421,1
36200797,0
36300784,0
36270756,1
36300752,1
36009195,0
36210806,1
36390728,1
36250694,1
36380443,1
36260737,1
36330734,0
36230588,0
36300739,1
36420710,1
36330620,1
36250702,1
32298920,1
36250684,0
36410793,1
36450384,1
36390710,0
36250696,1
36440708,1
36350627,1
36450349,1
36270610,1
35763675,0
36400690,1
36400649,1
36210716,1
35103636,1
36290625,0
36250659,1
36360678,1
36220677,1
36350645,1
36400655,1
35064809,1
36200724,1
36220702,1
36420685,1
35348659,0
31979361,0
36058231,1
36220651,0
36230122,1
36380635,0
36230626,1
34211836,1
36370207,0
36320735,1
36320760,1
34732967,1
36099183,1
36490194,0
36350578,1
36320473,1
30955975,1
36410697,1
36320700,1
36340139,1
36450285,1
36320743,1
36390631,1
36400495,1
36280414,0
36320668,1
36290525,1
36330588,1
36300606,1
36440593,1
36049820,1
36360569,1
36380600,1
36230598,1
34954142,1
36210599,1
34453577,1
36490146,1
36350547,0
36350560,1
36350549,1
36390495,1
36059754,0
36270593,0
36270626,1
36440558,1
36240596,1
35094649,0
36019533,0
36410599,1
36420329,1
36400591,0
35023992,1
36410611,0
36108905,1
36300581,1
36089592,1
36360238,1
36109217,1
36300589,1
36370540,1
36390533,0
36360529,0
36009466,1
36410565,1
36029776,0
36350490,0
36420579,1
36290492,1
36420548,1
35004482,1
36059035,1
36200584,1
36461158,0
34914803,1
36200601,0
36430491,1
36250514,1
36320644,1
36400513,0
36200595,1
36270570,1
36350468,1
35968272,1
35053897,1
36230447,1
35084744,1
34974237,0
36330494,0
36370492,1
36370448,1
36330499,1
36400422,1
36200562,1
33471577,1
36380460,1
36350397,1
36410445,1
36220498,1
36310417,1
36200542,1
36300527,1
36290405,1
36350399,1
36350420,1
36370497,0
36260528,1
36420209,1
36430413,0
36019427,1
36320492,1
36240459,1
35063227,1
36410420,1
36230378,0
36089670,1
36360399,0
36109427,1
36148914,1
36410447,0
36300435,0
36300434,1
36390420,0
36310369,1
36300415,1
35989685,0
36119227,1
34201872,1
36280354,1
36310380,1
36230382,0
36280188,1
36410400,1
36250403,0
36210407,1
36270320,1
36109134,1
36310308,1
36370382,1
36300336,1
36430313,1
36360329,0
35988178,0
36179490,0
36440304,1
36350294,1
36390330,1
36310346,0
36230330,0
36430320,1
36340384,0
35989824,1
36200400,1
36340334,1
36380370,1
36210344,1
36260377,1
35883851,1
36250340,1
36230293,1
36400293,0
36179482,1
36290302,0
36290275,1
36320247,1
36290324,1
36320407,0
36210334,1
36330341,1
36310317,0
36440360,1
36220347,1
36039852,1
36400283,0
36158385,1
35116382,1
36440231,1
36038952,1
35969815,1
36059420,0
35949042,1
36370304,1
36360291,0
36360294,0
36230274,0
36360246,1
36440284,1
36240249,1
36029743,1
35998657,1
36360288,1
34864016,1
36240297,1
35783350,1
36250298,1
36400248,0
36430218,1
35521183,1
35014760,1
35989865,0
36200295,1
35939800,1
36230255,1
36250204,1
36380212,1
36370184,1
36410174,1
35949418,1
36260229,1
24035793,0
36300179,1
36440168,1
36290156,1
36440170,0
36099861,1
34954016,1
33411089,1
36139776,0
36260183,1
36230202,1
36420192,1
36109618,1
36360221,1
36270185,0
36380180,1
36028777,1
36039772,1
36380207,1
300390,1
36079467,1
36220151,1
35939522,1
35916450,1
36300132,1
36420143,1
36109826,1
36069759,1
36149524,0
36390122,1
36320118,1
36330141,1
36079229,1
36250150,1
36300118,1
36009870,1
36019917,1
35949842,1
36320124,1
36039969,1
36089877,1
36240137,1
36400112,1
35939880,1
36350128,1
36088180,1
36129782,1
36190260,1
36420113,0
35949098,1
35969514,1
35949855,1
36310131,1
35999678,0
35969861,1
36019881,1
34483398,1
36079746,1
36179291,1
36190231,1
35116640,1
33501206,1
36129706,0
35959724,1
35979682,1
36119742,1
35998357,0
30666070,1
36119797,1
36129034,1
36159841,0
36009859,1
36069678,1
35969841,1
34312089,1
36039915,1
36039918,1
36049526,0
36069713,0
35999625,1
36149765,1
36039792,1
34964526,1
36079591,1
36119750,1
36190259,1
36029805,1
35979782,1
36019804,1
36179639,1
36059660,1
35968700,1
36119711,1
35959705,1
36029749,1
35939747,1
36190169,1
35979761,1
36179637,0
36119726,1
36179656,1
35969770,1
36049694,1
36138118,1
36119699,1
36179636,1
36119127,1
36129606,1
36049697,1
36148679,1
35968678,1
34693269,0
36009727,1
36099708,1
35034424,0
36058218,1
36029737,1
36018784,1
35979762,0
34371962,1
35949699,0
35949722,1
35969729,1
36139568,1
36049667,1
35989852,1
35999550,1
36049317,1
36119172,0
35989866,1
36039802,1
35969482,1
35979686,1
36049660,1
36149334,1
36149652,1
35939632,1
36059534,1
36029671,1
35653776,1
34413007,1
36039737,1
36119634,1
36059549,1
35873398,1
35969674,1
34983227,1
35743881,1
35969654,0
35979575,1
36029669,1
36009701,1
36029702,1
36129567,1
36049617,1
36159656,1
35989763,1
35969579,1
36059585,0
35999486,1
36169637,0
35949584,1
36049630,1
36059509,1
36059541,1
36129592,1
34392585,1
36019672,1
35989729,1
36179508,1
36059493,1
34914252,1
36069499,1
35939566,1
35989721,1
35949577,1
36139559,1
35939589,0
36109580,1
35959555,0
36169554,1
36179549,1
35959539,1
